symbol,ensembl_gene_id
ATP9A,ENSG00000054793.13
PUM1,ENSG00000134644.15
FAM174C,
DAG1,ENSG00000173402.11
NCAPD2,ENSG00000010292.12
HNRNPH1,ENSG00000169045.17
CASC3,ENSG00000108349.16
MGAT5,ENSG00000152127.8
CRIP1,ENSG00000213145.9
PIGT,ENSG00000124155.17
BTG2,ENSG00000159388.5
PSMD10,ENSG00000101843.18
FASTK,ENSG00000164896.19
CERS6,ENSG00000172292.14
TRIM26,ENSG00000234127.8
CDH11,ENSG00000140937.13
SCAND1,ENSG00000171222.10
EIF4EBP1,ENSG00000187840.4
UBE2G2,ENSG00000184787.18
UNC93B1,ENSG00000110057.7
SERPINB1,ENSG00000021355.12
TMEM165,ENSG00000134851.12
PLS1,ENSG00000120756.12
FAM50A,ENSG00000071859.14
GNL3,ENSG00000163938.16
TBC1D20,ENSG00000125875.13
SHTN1,ENSG00000187164.19
BRWD1,ENSG00000185658.13
HOXB3,ENSG00000120093.11
PYGO2,ENSG00000163348.3
KMT2B,ENSG00000272333.5
RBCK1,ENSG00000125826.20
SLC39A9,ENSG00000029364.11
ITGA5,ENSG00000161638.10
PTK6,ENSG00000101213.6
PPA2,ENSG00000138777.19
SLC44A4,ENSG00000204385.10
POMP,ENSG00000132963.7
DNAJA4,ENSG00000140403.12
TP53,ENSG00000141510.16
FAT1,ENSG00000083857.13
PRKACA,ENSG00000072062.13
HLA-DPA1,ENSG00000231389.7
RTCB,ENSG00000100220.11
LAMB3,ENSG00000196878.14
FAM162A,ENSG00000114023.15
RAVER1,ENSG00000161847.13
MAPK14,ENSG00000112062.10
HSF1,ENSG00000185122.10
DLD,ENSG00000091140.13
SLC39A8,ENSG00000138821.12
TNKS2,ENSG00000107854.5
ARPC5L,ENSG00000136950.13
JCHAIN,ENSG00000132465.10
RPIA,ENSG00000153574.8
EPHB3,ENSG00000182580.2
HPRT1,ENSG00000165704.14
SNRNP40,ENSG00000060688.12
SERPINF1,ENSG00000132386.10
CHD4,ENSG00000111642.14
PCGF2,ENSG00000277258.4
YME1L1,ENSG00000136758.18
UBQLN4,ENSG00000160803.7
DAXX,ENSG00000204209.11
NFKBIA,ENSG00000100906.10
GSK3A,ENSG00000105723.11
DYNC1LI2,ENSG00000135720.12
HOXB6,ENSG00000108511.9
ACACA,ENSG00000278540.4
ACSS1,ENSG00000154930.14
THOC2,ENSG00000125676.19
DHX9,ENSG00000135829.16
SEMA4B,ENSG00000185033.14
XPO1,ENSG00000082898.16
MYD88,ENSG00000172936.12
SATB2,ENSG00000119042.16
COL5A2,ENSG00000204262.11
APEH,ENSG00000164062.12
RALB,ENSG00000144118.13
TMEM159,ENSG00000011638.10
UTP4,ENSG00000141076.17
DUSP1,ENSG00000120129.5
DVL3,ENSG00000161202.17
RARRES2,ENSG00000106538.9
TBCD,ENSG00000141556.20
RXRA,ENSG00000186350.9
ADAMTS2,ENSG00000087116.14
LSM6,ENSG00000164167.10
DCXR,ENSG00000169738.7
HSD11B2,ENSG00000176387.6
ACAA2,ENSG00000167315.17
SH3GLB2,ENSG00000148341.17
RAB11FIP1,ENSG00000156675.15
AMD1,ENSG00000123505.15
MDM4,ENSG00000198625.12
PRPF8,ENSG00000174231.16
CUX1,ENSG00000257923.9
ARAF,ENSG00000078061.12
SF3A1,ENSG00000099995.18
ATOX1,ENSG00000177556.11
GOLPH3L,ENSG00000143457.10
CSNK1D,ENSG00000141551.14
NAA38,ENSG00000183011.13
DFFA,ENSG00000160049.11
NSF,ENSG00000073969.18
SCAF11,ENSG00000139218.17
PPP1R35,ENSG00000160813.6
CHID1,ENSG00000177830.17
NDUFS1,ENSG00000023228.13
DNAJC21,ENSG00000168724.14
ANKLE2,ENSG00000176915.14
ZMIZ1,ENSG00000108175.16
AP1S1,ENSG00000106367.13
TACC2,ENSG00000138162.18
DGAT1,ENSG00000185000.11
PSMG2,ENSG00000128789.20
TNKS1BP1,ENSG00000149115.13
FBXW5,ENSG00000159069.13
COPS7A,ENSG00000111652.9
METRNL,ENSG00000176845.12
FAM89B,ENSG00000176973.7
RAB1B,ENSG00000174903.15
RAB4A,ENSG00000168118.11
IL4R,ENSG00000077238.13
HEXA,ENSG00000213614.9
ARHGAP18,ENSG00000146376.10
IK,ENSG00000113141.17
SEC11C,ENSG00000166562.8
PRPF4B,ENSG00000112739.16
AGAP1,ENSG00000157985.18
MACF1,ENSG00000127603.23
ATP6V1B2,ENSG00000147416.10
NUDT3,ENSG00000272325.1
TOX4,ENSG00000092203.13
POLR2B,ENSG00000047315.15
SEC22B,ENSG00000265808.3
HYOU1,ENSG00000149428.18
SETD3,ENSG00000183576.12
PMPCB,ENSG00000105819.13
CEBPA,ENSG00000245848.2
CRLS1,ENSG00000088766.11
CLASRP,ENSG00000104859.14
ABI1,ENSG00000136754.16
MYL12B,ENSG00000118680.12
NME3,ENSG00000103024.7
ATF6B,ENSG00000213676.10
IRF1,ENSG00000125347.13
SCAMP2,ENSG00000140497.16
ANAPC7,ENSG00000196510.12
ANO6,ENSG00000177119.15
GLYR1,ENSG00000140632.16
HTRA1,ENSG00000166033.11
SH3PXD2A,ENSG00000107957.16
GID8,ENSG00000101193.7
HCFC1R1,ENSG00000103145.10
CKAP5,ENSG00000175216.14
ICMT,ENSG00000116237.15
SRF,ENSG00000112658.7
ECE1,ENSG00000117298.14
NCLN,ENSG00000125912.10
HLA-DPB1,ENSG00000223865.10
ANXA1,ENSG00000135046.13
PIN1,ENSG00000127445.13
NEK6,ENSG00000119408.16
PDLIM3,ENSG00000154553.13
PRKCSH,ENSG00000130175.9
SPTBN1,ENSG00000115306.15
B4GALT5,ENSG00000158470.5
KPNA4,ENSG00000186432.8
FOXK1,ENSG00000164916.10
PGRMC2,ENSG00000164040.16
TWF1,ENSG00000151239.13
RNASEK,ENSG00000219200.11
DNAJC10,ENSG00000077232.17
INSR,ENSG00000171105.13
PPP1R18,ENSG00000146112.11
PACS2,ENSG00000179364.13
DDX49,ENSG00000105671.11
MLPH,ENSG00000115648.13
LOXL2,ENSG00000134013.15
MANF,ENSG00000145050.15
RAB18,ENSG00000099246.16
NRDC,ENSG00000078618.21
DYNC1I2,ENSG00000077380.15
CHMP1B,ENSG00000255112.2
ARIH1,ENSG00000166233.14
AUP1,ENSG00000115307.16
ITPK1,ENSG00000100605.16
NDUFA8,ENSG00000119421.6
KCTD5,ENSG00000167977.8
ALKBH7,ENSG00000125652.7
RBM14,ENSG00000239306.4
RBM5,ENSG00000003756.16
GGNBP2,ENSG00000278311.4
TRIP12,ENSG00000153827.13
STRN4,ENSG00000090372.14
SSRP1,ENSG00000149136.8
PUM3,ENSG00000080608.9
TOMM5,ENSG00000175768.12
CLIC4,ENSG00000169504.14
IDS,ENSG00000010404.17
LAP3,ENSG00000002549.12
ZNF787,ENSG00000142409.5
PLS3,ENSG00000102024.17
CD24,ENSG00000272398.5
RBM8A,ENSG00000265241.6
SCARB1,ENSG00000073060.15
BPTF,ENSG00000171634.16
STK25,ENSG00000115694.14
SNX19,ENSG00000120451.10
TRABD,ENSG00000170638.9
OSBPL2,ENSG00000130703.15
VCL,ENSG00000035403.17
PKP4,ENSG00000144283.21
PSMB6,ENSG00000142507.9
TES,ENSG00000135269.17
USP34,ENSG00000115464.14
LRIG1,ENSG00000144749.13
PRC1,ENSG00000198901.13
D2HGDH,ENSG00000180902.17
SLC30A9,ENSG00000014824.13
AGAP3,ENSG00000133612.18
ARL2,ENSG00000213465.7
AVL9,ENSG00000105778.18
ISG15,ENSG00000187608.8
DHCR7,ENSG00000172893.15
SLC29A1,ENSG00000112759.16
PTK7,ENSG00000112655.15
PNRC1,ENSG00000146278.10
PCSK7,ENSG00000160613.12
MAPK3,ENSG00000102882.11
NUP62,ENSG00000213024.11
COL16A1,ENSG00000084636.17
TOMM22,ENSG00000100216.5
CBX4,ENSG00000141582.14
GDF15,ENSG00000130513.6
EPB41L4B,ENSG00000095203.14
ACBD3,ENSG00000182827.8
LAS1L,ENSG00000001497.16
TIMMDC1,ENSG00000113845.9
SSH2,ENSG00000141298.17
NRIP1,ENSG00000180530.10
MALL,ENSG00000144063.3
NOP56,ENSG00000101361.16
SMIM26,
WSB1,ENSG00000109046.14
OSER1,ENSG00000132823.10
GPATCH2L,ENSG00000089916.17
MTG1,ENSG00000148824.18
TGFB1,ENSG00000105329.9
ADAM19,ENSG00000135074.15
GTF3C1,ENSG00000077235.17
DST,ENSG00000151914.19
SEPTIN8,
SHARPIN,ENSG00000179526.16
CFDP1,ENSG00000153774.8
LBH,ENSG00000213626.11
ZRANB2,ENSG00000132485.13
PXDN,ENSG00000130508.10
ERRFI1,ENSG00000116285.12
BSCL2,ENSG00000168000.14
CDS2,ENSG00000101290.13
YAP1,ENSG00000137693.13
BMS1,ENSG00000165733.7
ADIRF,ENSG00000148671.13
ZNF428,ENSG00000131116.11
FXYD5,ENSG00000089327.14
DCTN2,ENSG00000175203.15
CFAP97,ENSG00000164323.12
TACC1,ENSG00000147526.19
UBD,ENSG00000213886.3
EPB41L1,ENSG00000088367.21
FAAH,ENSG00000117480.15
MELK,ENSG00000165304.7
HCFC1,ENSG00000172534.13
MXI1,ENSG00000119950.20
ABHD14B,ENSG00000114779.19
SLC25A4,ENSG00000151729.10
PSMG3,ENSG00000157778.8
MBNL2,ENSG00000139793.18
FAM234A,ENSG00000167930.15
NPEPL1,ENSG00000215440.11
TNS3,ENSG00000136205.16
UBE3C,ENSG00000009335.17
ALG3,ENSG00000214160.9
SPTLC1,ENSG00000090054.13
EPSTI1,ENSG00000133106.14
BZW2,ENSG00000136261.14
CIB1,ENSG00000185043.10
ADSL,ENSG00000239900.12
MYADM,ENSG00000179820.15
KDSR,ENSG00000119537.15
MTIF3,ENSG00000122033.14
CREG1,ENSG00000143162.7
ARAP1,ENSG00000186635.14
RABGAP1L,ENSG00000152061.23
MTA3,ENSG00000057935.13
MYO1B,ENSG00000128641.18
NELFE,ENSG00000204356.13
TMEM160,ENSG00000130748.6
HMGN4,ENSG00000182952.4
CTSC,ENSG00000109861.15
ERCC1,ENSG00000012061.15
STAT1,ENSG00000115415.18
SLC9A3R2,ENSG00000065054.13
USP36,ENSG00000055483.19
PTGFRN,ENSG00000134247.9
PITPNM1,ENSG00000110697.12
IMP4,ENSG00000136718.9
PDCD4,ENSG00000150593.17
SORBS3,ENSG00000120896.13
XRN2,ENSG00000088930.7
SLC26A6,ENSG00000225697.12
CAMSAP3,ENSG00000076826.9
FAF2,ENSG00000113194.12
PCMT1,ENSG00000120265.16
AKAP11,ENSG00000023516.8
SDHB,ENSG00000117118.9
NDUFA3,ENSG00000170906.15
SH3GLB1,ENSG00000097033.14
MDH1,ENSG00000014641.17
GPR160,ENSG00000173890.16
FAM91A1,ENSG00000176853.15
CSK,ENSG00000103653.16
SERPINE1,ENSG00000106366.8
SUDS3,ENSG00000111707.11
ZMYND8,ENSG00000101040.19
CCDC85B,ENSG00000175602.3
DNAJA3,ENSG00000103423.13
MBD2,ENSG00000134046.11
MUC20,ENSG00000176945.16
CHMP4A,ENSG00000254505.9
CBX5,ENSG00000094916.15
MSI2,ENSG00000153944.10
GSDMB,ENSG00000073605.18
MGST3,ENSG00000143198.12
GIT1,ENSG00000108262.15
PHLDA2,ENSG00000181649.5
EPS8L3,ENSG00000198758.10
IVNS1ABP,ENSG00000116679.15
TELO2,ENSG00000100726.14
ALDH18A1,ENSG00000059573.8
MAF1,ENSG00000179632.9
BMI1,ENSG00000168283.13
ABCC1,ENSG00000103222.18
SPIRE2,ENSG00000204991.10
CTNNBL1,ENSG00000132792.18
COL18A1,ENSG00000182871.14
UBL3,ENSG00000122042.9
FAM199X,ENSG00000123575.8
TOR3A,ENSG00000186283.13
ATP11A,ENSG00000068650.18
CYP3A5,ENSG00000106258.13
GATA6,ENSG00000141448.8
SETD5,ENSG00000168137.15
DDX41,ENSG00000183258.11
STX3,ENSG00000166900.15
HERC4,ENSG00000148634.15
SH3BP4,ENSG00000130147.15
GTPBP4,ENSG00000107937.18
SREBF1,ENSG00000072310.16
RBBP7,ENSG00000102054.17
PROSER1,ENSG00000120685.19
KDM6B,ENSG00000132510.10
GSS,ENSG00000100983.9
PIK3CB,ENSG00000051382.8
CDK12,ENSG00000167258.13
JPH1,ENSG00000104369.4
DCAF11,ENSG00000100897.17
OPA1,ENSG00000198836.8
VMP1,ENSG00000062716.12
SYVN1,ENSG00000162298.18
ATXN2L,ENSG00000168488.18
SMARCB1,ENSG00000099956.18
PSMB3,ENSG00000277791.4
PPP6R1,ENSG00000105063.18
PPP1R12C,ENSG00000125503.12
INCENP,ENSG00000149503.12
GET3,
GSK3B,ENSG00000082701.14
MOB4,ENSG00000115540.14
MED15,ENSG00000099917.17
AKT1S1,ENSG00000204673.10
KRT10,ENSG00000186395.7
C1orf122,ENSG00000197982.13
NSD2,ENSG00000109685.17
MFSD12,ENSG00000161091.12
UPF1,ENSG00000005007.12
PHYKPL,ENSG00000175309.14
ZFC3H1,ENSG00000133858.15
NFIB,ENSG00000147862.15
DSP,ENSG00000096696.13
AP2B1,ENSG00000006125.17
MED13,ENSG00000108510.9
ALKBH5,ENSG00000091542.8
ANAPC11,ENSG00000141552.17
POLR3E,ENSG00000058600.15
ARL2BP,ENSG00000102931.7
ITGAV,ENSG00000138448.11
LAPTM4B,ENSG00000104341.16
GRAMD1A,ENSG00000089351.14
AGPS,ENSG00000018510.13
ADSS,ENSG00000035687.9
DDX39A,ENSG00000123136.14
DPYSL2,ENSG00000092964.17
ANXA7,ENSG00000138279.15
TCERG1,ENSG00000113649.11
GRTP1,ENSG00000139835.13
ECM1,ENSG00000143369.14
PSMA3,ENSG00000100567.12
RNF13,ENSG00000082996.19
TRAPPC1,ENSG00000170043.11
GPBP1L1,ENSG00000159592.10
SEC23A,ENSG00000100934.14
RALBP1,ENSG00000017797.12
GHITM,ENSG00000165678.20
CPD,ENSG00000108582.11
ICAM1,ENSG00000090339.8
PRPF38A,ENSG00000134748.12
REEP3,ENSG00000165476.13
NAT10,ENSG00000135372.8
ATP6AP1,ENSG00000071553.16
MCM5,ENSG00000100297.15
FBLIM1,ENSG00000162458.12
EXOSC7,ENSG00000075914.12
TMPO,ENSG00000120802.13
VPS13A,ENSG00000197969.11
ATG12,ENSG00000145782.12
PRCC,ENSG00000143294.14
KIF1B,ENSG00000054523.17
HACD3,ENSG00000074696.12
EZR,ENSG00000092820.17
NOP10,ENSG00000182117.5
TAF7,ENSG00000178913.7
LGMN,ENSG00000100600.14
VPS37B,ENSG00000139722.6
GRPEL1,ENSG00000109519.12
STAG2,ENSG00000101972.18
SAP30BP,ENSG00000161526.14
BET1,ENSG00000105829.11
MYO15B,ENSG00000266714.6
MRTO4,ENSG00000053372.4
PRSS22,ENSG00000005001.9
ANAPC5,ENSG00000089053.12
LRCH4,ENSG00000077454.15
DKK3,ENSG00000050165.17
PDCL3,ENSG00000115539.13
AKR7A3,ENSG00000162482.4
MYO19,ENSG00000278259.4
CES2,ENSG00000172831.11
CASK,ENSG00000147044.20
TM9SF1,ENSG00000100926.14
SLC39A14,ENSG00000104635.13
UBQLN1,ENSG00000135018.13
NSUN2,ENSG00000037474.14
FABP5,ENSG00000164687.10
UACA,ENSG00000137831.14
NAA60,ENSG00000122390.17
RTKN,ENSG00000114993.16
FUBP1,ENSG00000162613.16
TIAL1,ENSG00000151923.17
DESI2,ENSG00000121644.18
SF1,ENSG00000168066.20
HIST1H2BI,ENSG00000278588.1
UBE2E1,ENSG00000170142.11
MEPCE,ENSG00000146834.13
LONP1,ENSG00000196365.11
UBE2H,ENSG00000186591.11
RNF167,ENSG00000108523.15
ADGRA3,ENSG00000152990.13
SORT1,ENSG00000134243.11
ZNF207,ENSG00000010244.18
MCRS1,ENSG00000187778.13
CENPT,ENSG00000102901.12
MED24,ENSG00000008838.19
PIGC,ENSG00000135845.9
TMEM97,ENSG00000109084.13
ADAM15,ENSG00000143537.13
MCMBP,ENSG00000197771.12
TBCB,ENSG00000105254.11
HELLS,ENSG00000119969.14
DROSHA,ENSG00000113360.16
PRPF40A,ENSG00000196504.15
COPS5,ENSG00000121022.13
INTS1,ENSG00000164880.15
TCIRG1,ENSG00000110719.9
ITGA2,ENSG00000164171.10
SRP68,ENSG00000167881.14
ARID1B,ENSG00000049618.22
ATXN7L3B,ENSG00000253719.3
PLCD3,ENSG00000161714.11
TMEM176B,ENSG00000106565.17
NUBP2,ENSG00000095906.16
VPS13C,ENSG00000129003.15
KCNQ1,ENSG00000053918.15
TIMM10,ENSG00000134809.8
DENND10,
COMMD7,ENSG00000149600.11
ARL4A,ENSG00000122644.12
PTPRG,ENSG00000144724.19
PARM1,ENSG00000169116.11
SP3,ENSG00000172845.14
DHX30,ENSG00000132153.14
CIAO2A,
HECA,ENSG00000112406.4
HES6,ENSG00000144485.10
SNF8,ENSG00000159210.9
ARL6IP5,ENSG00000144746.6
PLOD3,ENSG00000106397.11
PLEKHA1,ENSG00000107679.14
EXOC3,ENSG00000180104.15
SPTAN1,ENSG00000197694.15
MFSD1,ENSG00000118855.18
ABRACL,ENSG00000146386.7
MYOF,ENSG00000138119.16
SMC1A,ENSG00000072501.17
RNF130,ENSG00000113269.13
ARL4C,ENSG00000188042.7
CDT1,ENSG00000167513.8
NUP42,
TNFRSF12A,ENSG00000006327.13
YIPF2,ENSG00000130733.10
TTLL12,ENSG00000100304.12
HM13,ENSG00000101294.16
ATG4B,ENSG00000168397.16
TRAK1,ENSG00000182606.14
NDRG2,ENSG00000165795.23
ZMAT2,ENSG00000146007.10
BDH1,ENSG00000161267.11
NOL4L,ENSG00000197183.14
BSDC1,ENSG00000160058.18
DPYSL3,ENSG00000113657.12
MSH2,ENSG00000095002.13
NDFIP2,ENSG00000102471.13
PDLIM7,ENSG00000196923.13
FOXN3,ENSG00000053254.15
TPGS2,ENSG00000134779.14
VTI1A,ENSG00000151532.13
MUS81,ENSG00000172732.11
STXBP2,ENSG00000076944.15
THRAP3,ENSG00000054118.13
B4GALT1,ENSG00000086062.12
AARS,ENSG00000090861.15
SELENON,ENSG00000162430.16
SPSB3,ENSG00000162032.15
RNF44,ENSG00000146083.11
EIF2D,ENSG00000143486.15
CWC15,ENSG00000150316.11
RNF123,ENSG00000164068.15
HECTD1,ENSG00000092148.12
WRNIP1,ENSG00000124535.15
ZCCHC14,ENSG00000140948.11
NKRF,ENSG00000186416.13
HEATR1,ENSG00000119285.10
WDR18,ENSG00000065268.10
ADCY6,ENSG00000174233.11
CARD19,ENSG00000165233.17
PAK4,ENSG00000130669.17
UXT,ENSG00000126756.11
PPFIBP1,ENSG00000110841.13
LAMB2,ENSG00000172037.13
SLC20A1,ENSG00000144136.10
ECPAS,
SLC12A7,ENSG00000113504.20
DTX2,ENSG00000091073.19
MET,ENSG00000105976.14
METTL26,ENSG00000130731.15
PRRX1,ENSG00000116132.11
KIAA0100,ENSG00000007202.14
YIF1B,ENSG00000167645.16
MTHFD1,ENSG00000100714.15
PAFAH1B1,ENSG00000007168.12
SF3B3,ENSG00000189091.12
DBNL,ENSG00000136279.20
CCDC71L,ENSG00000253276.2
TIMM50,ENSG00000105197.10
DNAJC8,ENSG00000126698.10
ID2,ENSG00000115738.9
KLHDC3,ENSG00000124702.17
MRTFA,
TOMM40,ENSG00000130204.12
WEE1,ENSG00000166483.10
MTLN,
PAPSS2,ENSG00000198682.12
TNFRSF6B,ENSG00000243509.4
LCOR,ENSG00000196233.12
MBOAT2,ENSG00000143797.11
S100A9,ENSG00000163220.10
MYO7B,ENSG00000169994.18
EIF2B1,ENSG00000111361.12
MT1G,ENSG00000125144.13
PAN3,ENSG00000152520.13
BCL3,ENSG00000069399.14
CLASP2,ENSG00000163539.16
ZGPAT,ENSG00000197114.11
ACAA1,ENSG00000060971.17
TMEM184B,ENSG00000198792.12
NABP2,ENSG00000139579.12
MEX3D,ENSG00000181588.16
CBX3,ENSG00000122565.18
HSPA4,ENSG00000170606.14
TIMM9,ENSG00000100575.13
SUGT1,ENSG00000165416.14
PRSS3,ENSG00000010438.16
LARP4,ENSG00000161813.21
PSMD3,ENSG00000108344.14
MLLT3,ENSG00000171843.15
RNF4,ENSG00000063978.15
LPCAT4,ENSG00000176454.13
POLR2C,ENSG00000102978.12
FNDC3A,ENSG00000102531.16
LRFN4,ENSG00000173621.8
PCLAF,ENSG00000166803.11
CEP250,ENSG00000126001.15
SLC5A3,ENSG00000198743.6
TRIP6,ENSG00000087077.13
ASXL1,ENSG00000171456.16
HADHB,ENSG00000138029.13
ERVK3-1,ENSG00000142396.10
MKI67,ENSG00000148773.13
HAGH,ENSG00000063854.12
MROH1,ENSG00000179832.17
CNPPD1,ENSG00000115649.15
PSMD7,ENSG00000103035.10
ID3,ENSG00000117318.8
TSR3,ENSG00000007520.3
NDUFV3,ENSG00000160194.17
METTL9,ENSG00000197006.13
WIPI2,ENSG00000157954.14
AP1M2,ENSG00000129354.11
SENP2,ENSG00000163904.12
HIST1H2AB,ENSG00000278463.1
TRIM56,ENSG00000169871.12
MAVS,ENSG00000088888.17
FBXW2,ENSG00000119402.16
MCAM,ENSG00000076706.16
THAP11,ENSG00000168286.2
ARHGEF2,ENSG00000116584.17
SNRPF,ENSG00000139343.10
DIAPH2,ENSG00000147202.17
LCMT1,ENSG00000205629.11
SFXN4,ENSG00000183605.16
ZNF638,ENSG00000075292.18
TMEM248,ENSG00000106609.16
EFCAB14,ENSG00000159658.10
TOB2,ENSG00000183864.4
MOV10,ENSG00000155363.18
GTF3C5,ENSG00000148308.17
ZDHHC6,ENSG00000023041.11
CLU,ENSG00000120885.21
PAXX,
BAIAP2L1,ENSG00000006453.13
DDX27,ENSG00000124228.14
ISG20L2,ENSG00000143319.16
DHRS3,ENSG00000162496.8
A2M,ENSG00000175899.14
DAPK3,ENSG00000167657.13
CHMP5,ENSG00000086065.13
SCNN1A,ENSG00000111319.12
MAPKAPK2,ENSG00000162889.10
RBM47,ENSG00000163694.14
VGLL4,ENSG00000144560.14
SMIM20,ENSG00000250317.8
ALDH3A2,ENSG00000072210.18
RFX5,ENSG00000143390.17
PPFIA1,ENSG00000131626.16
ADD1,ENSG00000087274.16
PRPS2,ENSG00000101911.12
NDUFA6,ENSG00000184983.9
PFDN2,ENSG00000143256.4
BCKDHB,ENSG00000083123.14
DIAPH1,ENSG00000131504.15
PGP,ENSG00000184207.8
SH3BGRL2,ENSG00000198478.7
ECSIT,ENSG00000130159.13
SELENOF,ENSG00000183291.15
PFDN6,ENSG00000204220.11
UQCC1,ENSG00000101019.21
WDR90,ENSG00000161996.18
EXOC4,ENSG00000131558.14
ETNK1,ENSG00000139163.15
ZC3H12A,ENSG00000163874.10
DCTN6,ENSG00000104671.7
PCNA,ENSG00000132646.10
NPM3,ENSG00000107833.10
KDM5B,ENSG00000117139.16
MIER1,ENSG00000198160.14
TAF6,ENSG00000106290.14
COL11A1,ENSG00000060718.20
RHOBTB3,ENSG00000164292.12
ZCCHC7,ENSG00000147905.17
BCL2L13,ENSG00000099968.17
SBNO1,ENSG00000139697.13
ZFAND1,ENSG00000104231.10
OAZ2,ENSG00000180304.14
TNFRSF1A,ENSG00000067182.7
HRAS,ENSG00000174775.16
BTBD7,ENSG00000011114.14
TMEM8A,ENSG00000129925.10
MRGBP,ENSG00000101189.6
SLC25A1,ENSG00000100075.9
ZDHHC12,ENSG00000160446.18
NCOR1,ENSG00000141027.20
SART3,ENSG00000075856.11
SLC9A3R1,ENSG00000109062.11
HES4,ENSG00000188290.10
C11orf98,ENSG00000278615.4
PYCR1,ENSG00000183010.16
YY1AP1,ENSG00000163374.19
POLR2A,ENSG00000181222.15
PSMD1,ENSG00000173692.12
MED13L,ENSG00000123066.7
PJA2,ENSG00000198961.9
CCAR2,ENSG00000158941.16
NOL7,ENSG00000225921.6
TMEM168,ENSG00000146802.12
GSKIP,ENSG00000100744.14
PTP4A3,ENSG00000184489.11
SEC23B,ENSG00000101310.14
ZNF783,ENSG00000204946.9
PSMD14,ENSG00000115233.11
NIPSNAP1,ENSG00000184117.11
ST5,ENSG00000166444.18
SEC63,ENSG00000025796.13
ZNHIT3,ENSG00000273611.4
DES,ENSG00000175084.11
PKIG,ENSG00000168734.13
NDEL1,ENSG00000166579.15
FAM120AOS,ENSG00000188938.15
DYNLT1,ENSG00000146425.10
C17orf49,ENSG00000258315.5
COL4A2,ENSG00000134871.17
STX16,ENSG00000124222.22
PRKDC,ENSG00000253729.7
CCNG1,ENSG00000113328.18
ITPA,ENSG00000125877.12
KIAA0930,ENSG00000100364.18
NUP58,ENSG00000139496.15
AP1AR,ENSG00000138660.11
CMBL,ENSG00000164237.8
CDK16,ENSG00000102225.15
CRACR2B,ENSG00000177685.16
BMP4,ENSG00000125378.15
NOL10,ENSG00000115761.15
NBEAL2,ENSG00000160796.16
C12orf49,ENSG00000111412.5
MCUR1,ENSG00000050393.11
IGHG2,ENSG00000211893.3
TRIM31,ENSG00000204616.10
ELL2,ENSG00000118985.15
SPTSSA,ENSG00000165389.6
TMEM185B,ENSG00000226479.3
YTHDF2,ENSG00000198492.15
AGPAT1,ENSG00000204310.12
CYREN,
WASHC5,ENSG00000164961.15
PKDCC,ENSG00000162878.12
C8orf76,ENSG00000189376.11
PECAM1,ENSG00000261371.5
ASCC3,ENSG00000112249.13
SIRT7,ENSG00000187531.13
CRYBG1,
CCAR1,ENSG00000060339.13
ASNSD1,ENSG00000138381.9
DNAJC5,ENSG00000101152.10
LAMA5,ENSG00000130702.15
RRP7A,ENSG00000189306.10
MYBL2,ENSG00000101057.15
TMEM9B,ENSG00000175348.10
HK1,ENSG00000156515.21
DCUN1D1,ENSG00000043093.13
C6orf132,ENSG00000188112.8
PRKAR2A,ENSG00000114302.15
NUP85,ENSG00000125450.10
SNX1,ENSG00000028528.14
IRF3,ENSG00000126456.15
STEAP1,ENSG00000164647.8
LAMP2,ENSG00000005893.15
EGLN3,ENSG00000129521.13
PRPSAP1,ENSG00000161542.16
HTATIP2,ENSG00000109854.13
PURB,ENSG00000146676.8
SMAD3,ENSG00000166949.15
TMEM98,ENSG00000006042.11
PLEK2,ENSG00000100558.8
TLE2,ENSG00000065717.14
PITRM1,ENSG00000107959.15
AGPAT3,ENSG00000160216.18
ZDHHC16,ENSG00000171307.18
KIAA1217,ENSG00000120549.17
CAPN5,ENSG00000149260.15
NOP2,ENSG00000111641.11
DNAAF5,ENSG00000164818.15
MCFD2,ENSG00000180398.11
KLHL5,ENSG00000109790.16
NT5DC2,ENSG00000168268.10
FAM207A,ENSG00000160256.12
VPS26B,ENSG00000151502.10
PYCARD,ENSG00000103490.13
ACOX1,ENSG00000161533.11
H3F3A,ENSG00000163041.9
DCBLD1,ENSG00000164465.18
PABPC1L,ENSG00000101104.12
MAP7D1,ENSG00000116871.15
MEA1,ENSG00000124733.3
TUBGCP2,ENSG00000130640.13
BTBD1,ENSG00000064726.9
NDUFV2,ENSG00000178127.12
PRDM2,ENSG00000116731.22
FIBP,ENSG00000172500.12
SMG1,ENSG00000157106.16
KLF4,ENSG00000136826.14
ITFG1,ENSG00000129636.12
CLCN7,ENSG00000103249.17
PACSIN2,ENSG00000100266.18
SEPTIN9,
TIMM44,ENSG00000104980.7
SAFB2,ENSG00000130254.11
EXOSC6,ENSG00000223496.2
DMPK,ENSG00000104936.17
TRAF5,ENSG00000082512.14
PWP1,ENSG00000136045.11
KDM3B,ENSG00000120733.13
NOB1,ENSG00000141101.12
PBX1,ENSG00000185630.18
FPGS,ENSG00000136877.14
PEX26,ENSG00000215193.12
NR2F6,ENSG00000160113.5
UROD,ENSG00000126088.13
TSPYL1,ENSG00000189241.6
DPM1,ENSG00000000419.12
CAND1,ENSG00000111530.12
SURF6,ENSG00000148296.6
DUSP3,ENSG00000108861.8
